episode,steps,reward
0,3,0
1,15,0
2,6,0
3,3,0
4,5,0
5,2,0
6,8,0
7,7,0
8,27,0
9,19,1
10,7,0
11,6,0
12,4,0
13,14,0
14,3,0
15,10,0
16,10,0
17,6,0
18,21,0
19,5,0
20,8,0
21,45,0
22,11,1
23,13,0
24,20,0
25,9,0
26,9,0
27,11,0
28,6,0
29,5,0
30,20,0
31,4,0
32,22,0
33,7,0
34,12,0
35,9,0
36,4,0
37,26,0
38,15,0
39,6,0
40,10,0
41,9,0
42,31,0
43,12,0
44,6,0
45,12,0
46,31,0
47,4,0
48,22,0
49,17,0
50,7,0
51,25,1
52,4,0
53,6,0
54,6,0
55,25,0
56,11,0
57,9,0
58,17,1
59,4,0
60,18,0
61,20,0
62,8,0
63,6,0
64,6,0
65,8,0
66,25,0
67,12,0
68,29,0
69,5,0
70,4,0
71,4,0
72,13,0
73,45,0
74,6,0
75,14,1
76,30,0
77,16,1
78,24,1
79,61,1
80,36,0
81,26,0
82,31,0
83,12,1
84,30,1
85,26,0
86,20,0
87,14,0
88,74,1
89,36,0
90,17,0
91,15,0
92,16,0
93,43,1
94,25,1
95,56,0
96,13,0
97,19,1
98,33,0
99,76,0
100,17,0
101,17,1
102,28,0
103,39,0
104,9,0
105,15,1
106,7,0
107,9,0
108,13,0
109,7,0
110,3,0
111,5,0
112,35,1
113,14,1
114,18,1
115,6,0
116,8,0
117,12,0
118,4,0
119,21,0
120,11,0
121,4,0
122,4,0
123,10,0
124,47,0
125,20,0
126,54,0
127,17,0
128,29,0
129,12,0
130,11,0
131,7,0
132,17,0
133,15,0
134,22,0
135,5,0
136,23,0
137,6,0
138,38,0
139,12,0
140,23,0
141,12,0
142,7,0
143,6,0
144,17,0
145,34,0
146,4,0
147,7,0
148,19,0
149,21,0
150,19,0
151,21,0
152,14,0
153,6,0
154,4,0
155,12,1
156,15,1
157,26,0
158,23,0
159,8,1
160,32,0
161,4,0
162,16,0
163,11,0
164,9,0
165,6,0
166,18,1
167,11,0
168,53,0
169,13,0
170,36,0
171,22,0
172,7,0
173,5,0
174,17,0
175,16,1
176,35,1
177,25,0
178,31,1
179,4,0
180,8,0
