episode,steps,reward
0,28,0
1,32,0
2,6,0
3,25,0
4,18,0
5,11,0
6,31,0
7,29,0
8,27,0
9,52,0
10,24,0
11,18,0
12,24,0
13,12,0
14,21,0
15,42,0
16,23,0
17,20,0
18,9,0
19,57,0
20,47,0
21,37,0
22,27,0
23,163,0
24,24,0
25,42,0
26,65,0
27,44,0
28,39,0
29,23,0
30,13,0
31,46,0
32,15,0
33,105,0
34,20,0
35,79,0
36,30,0
37,21,0
38,27,0
39,94,0
40,18,0
41,30,0
42,34,0
43,5,0
44,21,0
45,21,0
46,11,0
47,24,0
48,9,0
49,9,0
50,44,0
51,27,0
52,55,0
53,14,0
54,31,0
55,9,0
56,19,0
57,20,0
58,15,0
59,14,0
60,21,0
61,42,0
62,15,0
63,11,0
64,12,0
65,46,0
66,61,0
67,25,0
68,29,0
69,19,0
70,26,0
71,27,0
72,43,0
73,32,0
74,125,0
75,44,0
76,19,0
77,109,0
78,31,0
79,40,0
80,11,0
81,14,0
82,43,0
83,48,1
84,43,0
85,134,0
86,52,0
87,65,0
88,25,0
89,55,0
90,28,0
91,60,0
92,93,1
93,109,0
94,49,0
95,32,0
96,118,1
97,47,0
98,131,0
99,71,0
100,32,0
101,31,0
102,45,0
103,139,0
104,29,0
105,146,1
106,18,0
107,186,1
108,91,0
109,81,0
110,107,0
111,163,1
112,135,0
113,22,0
114,39,0
115,23,0
116,24,0
117,83,0
118,101,0
119,176,0
120,65,0
121,154,0
122,17,0
123,200,0
124,84,0
125,163,1
126,67,0
127,65,0
128,13,0
129,156,1
130,164,0
131,104,0
132,19,0
133,105,1
134,79,1
135,143,0
136,12,0
137,144,1
138,48,0
139,32,0
140,55,0
141,55,0
142,36,0
143,104,0
144,89,0
145,37,0
146,16,0
147,20,0
148,25,0
149,59,0
150,200,0
151,92,0
152,29,0
153,200,0
154,64,0
155,51,1
156,49,0
157,39,0
158,42,0
159,97,0
160,106,0
161,120,0
162,21,0
163,88,0
164,116,0
165,15,0
166,82,0
167,42,0
168,17,0
169,20,0
170,19,0
171,66,0
172,19,0
173,28,0
174,116,0
175,38,1
176,74,0
177,50,0
178,25,0
179,65,1
180,66,1
181,90,1
182,50,1
183,45,1
184,34,0
185,60,0
186,36,0
187,89,1
188,160,1
189,27,1
190,80,1
191,107,1
192,13,0
193,46,1
194,65,1
195,60,1
196,89,1
197,79,0
198,50,1
199,61,1
200,129,0
201,116,0
202,125,0
203,86,0
204,53,1
205,58,1
206,70,0
207,44,1
208,52,1
209,79,1
210,82,0
211,80,1
212,20,0
213,110,1
214,110,1
215,55,1
216,71,1
217,58,1
218,130,1
219,101,1
220,124,1
221,27,0
222,67,1
223,81,1
224,87,1
225,83,0
226,70,1
227,158,1
228,52,1
229,168,1
230,149,1
231,178,1
232,131,1
233,165,1
234,54,1
235,50,1
236,105,1
237,101,1
238,111,1
239,200,0
240,72,0
241,111,1
242,44,0
243,124,1
244,95,1
245,28,1
246,41,1
247,49,1
248,131,1
249,68,1
250,19,0
251,35,1
252,200,0
253,82,1
254,97,1
255,67,1
256,45,1
257,69,1
258,103,0
259,69,1
260,25,0
261,17,0
262,45,1
263,59,0
264,68,1
265,19,0
266,87,0
267,15,0
268,62,1
269,20,0
270,52,0
271,29,0
272,52,1
273,61,1
274,56,0
275,98,1
276,77,0
277,115,1
278,70,1
279,100,0
280,96,0
281,32,0
282,88,0
283,87,1
284,68,1
285,174,0
286,83,1
287,67,0
288,73,1
289,48,0
290,49,1
291,116,1
292,63,1
293,53,1
294,67,0
295,38,1
296,87,1
297,42,0
298,81,0
299,188,1
300,136,1
301,48,0
302,84,1
303,23,1
304,152,1
305,135,0
306,39,1
307,127,1
308,13,0
309,94,1
310,71,1
311,51,1
312,37,0
313,65,1
314,87,1
315,127,0
316,115,0
317,14,0
318,114,1
319,81,1
320,71,1
321,76,1
322,94,1
323,163,1
324,24,0
325,14,0
326,61,1
327,111,0
328,68,1
329,137,1
