episode,mean,std
0,0.06666666666666667,0.2581988897471611
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.2,0.4140393356054125
6,0.06666666666666667,0.2581988897471611
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.13333333333333333,0.35186577527449836
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.06666666666666667,0.2581988897471611
16,0.06666666666666667,0.2581988897471611
17,0.13333333333333333,0.35186577527449836
18,0.06666666666666667,0.2581988897471611
19,0.13333333333333333,0.35186577527449836
20,0.2,0.4140393356054125
21,0.26666666666666666,0.4577377082170635
22,0.13333333333333333,0.3518657752744984
23,0.0,0.0
24,0.13333333333333333,0.35186577527449836
25,0.06666666666666667,0.2581988897471611
26,0.13333333333333333,0.35186577527449836
27,0.06666666666666667,0.2581988897471611
28,0.2,0.4140393356054125
29,0.26666666666666666,0.45773770821706344
30,0.2,0.4140393356054125
31,0.4,0.50709255283711
32,0.26666666666666666,0.45773770821706344
33,0.06666666666666667,0.2581988897471611
34,0.5333333333333333,0.5163977794943222
35,0.13333333333333333,0.35186577527449836
36,0.4666666666666667,0.5163977794943222
37,0.3333333333333333,0.4879500364742666
38,0.26666666666666666,0.45773770821706344
39,0.5333333333333333,0.5163977794943222
40,0.26666666666666666,0.4577377082170635
41,0.4666666666666667,0.5163977794943222
42,0.4666666666666667,0.5163977794943222
43,0.4,0.50709255283711
44,0.4,0.50709255283711
45,0.26666666666666666,0.4577377082170635
46,0.2,0.4140393356054125
47,0.26666666666666666,0.45773770821706344
48,0.3333333333333333,0.48795003647426666
49,0.4,0.50709255283711
50,0.4,0.50709255283711
51,0.2,0.4140393356054125
52,0.26666666666666666,0.4577377082170635
53,0.4,0.50709255283711
54,0.4666666666666667,0.5163977794943222
55,0.4666666666666667,0.5163977794943222
56,0.6,0.50709255283711
57,0.3333333333333333,0.48795003647426666
58,0.26666666666666666,0.45773770821706344
59,0.26666666666666666,0.4577377082170635
60,0.4,0.50709255283711
61,0.4,0.50709255283711
62,0.4666666666666667,0.5163977794943222
63,0.3333333333333333,0.4879500364742666
64,0.4,0.50709255283711
65,0.4,0.5070925528371099
66,0.4,0.50709255283711
67,0.4666666666666667,0.5163977794943222
68,0.5333333333333333,0.5163977794943222
69,0.5333333333333333,0.5163977794943222
70,0.26666666666666666,0.45773770821706344
71,0.4,0.50709255283711
72,0.4666666666666667,0.5163977794943222
73,0.3333333333333333,0.4879500364742666
74,0.3333333333333333,0.4879500364742666
75,0.4666666666666667,0.5163977794943222
76,0.4,0.50709255283711
77,0.4,0.50709255283711
78,0.4,0.50709255283711
79,0.4,0.50709255283711
80,0.3333333333333333,0.4879500364742666
81,0.3333333333333333,0.48795003647426666
82,0.5333333333333333,0.5163977794943222
83,0.4666666666666667,0.5163977794943222
84,0.6,0.50709255283711
85,0.4,0.50709255283711
86,0.4,0.50709255283711
87,0.4666666666666667,0.5163977794943222
88,0.5333333333333333,0.5163977794943222
89,0.4,0.50709255283711
90,0.2,0.4140393356054125
91,0.5333333333333333,0.5163977794943222
92,0.2,0.4140393356054125
93,0.4,0.50709255283711
94,0.6,0.50709255283711
95,0.5333333333333333,0.5163977794943222
96,0.4,0.50709255283711
97,0.4,0.50709255283711
98,0.5333333333333333,0.5163977794943222
99,0.4,0.50709255283711
100,0.2,0.4140393356054125
101,0.3333333333333333,0.4879500364742666
102,0.4666666666666667,0.5163977794943222
103,0.4,0.50709255283711
104,0.2,0.41403933560541256
105,0.3333333333333333,0.4879500364742666
106,0.5333333333333333,0.5163977794943222
107,0.4,0.50709255283711
108,0.6666666666666666,0.4879500364742666
109,0.6,0.50709255283711
110,0.6,0.50709255283711
111,0.3333333333333333,0.4879500364742666
112,0.4,0.50709255283711
113,0.4666666666666667,0.5163977794943222
114,0.3333333333333333,0.48795003647426666
115,0.4,0.50709255283711
116,0.4666666666666667,0.5163977794943222
117,0.3333333333333333,0.48795003647426666
118,0.6,0.50709255283711
119,0.4666666666666667,0.5163977794943222
120,0.5333333333333333,0.5163977794943222
121,0.6,0.50709255283711
122,0.6,0.50709255283711
123,0.6666666666666666,0.4879500364742666
124,0.6666666666666666,0.4879500364742666
125,0.6,0.50709255283711
126,0.7333333333333333,0.4577377082170635
127,0.6,0.50709255283711
128,0.7333333333333333,0.45773770821706344
129,0.6,0.50709255283711
130,0.6666666666666666,0.4879500364742666
131,0.6666666666666666,0.4879500364742666
132,0.7333333333333333,0.4577377082170634
133,0.6,0.50709255283711
134,0.7333333333333333,0.45773770821706344
135,0.5333333333333333,0.5163977794943223
136,0.5333333333333333,0.5163977794943222
137,0.6666666666666666,0.4879500364742666
138,0.5333333333333333,0.5163977794943222
139,0.5333333333333333,0.5163977794943222
140,0.5333333333333333,0.5163977794943223
141,0.8,0.4140393356054125
142,0.6,0.50709255283711
143,0.6,0.50709255283711
144,0.5333333333333333,0.5163977794943222
145,0.5333333333333333,0.5163977794943222
146,0.6,0.50709255283711
147,0.6666666666666666,0.48795003647426666
148,0.6666666666666666,0.4879500364742666
