episode,steps,reward
0,4,0
1,4,0
2,10,0
3,2,0
4,12,0
5,14,0
6,7,0
7,8,0
8,2,0
9,2,0
10,7,0
11,2,0
12,11,0
13,7,0
14,9,0
15,6,0
16,12,0
17,15,0
18,4,0
19,26,0
20,9,0
21,6,0
22,5,0
23,15,0
24,4,0
25,6,0
26,3,0
27,17,0
28,3,0
29,11,0
30,4,0
31,14,0
32,4,0
33,6,0
34,6,0
35,3,0
36,6,0
37,3,0
38,2,0
39,8,0
40,2,0
41,5,0
42,4,0
43,6,0
44,14,0
45,6,0
46,2,0
47,5,0
48,4,0
49,12,0
50,12,0
51,2,0
52,5,0
53,3,0
54,11,0
55,7,0
56,4,0
57,5,0
58,6,0
59,2,0
60,4,0
61,5,0
62,9,0
63,2,0
64,11,0
65,10,0
66,19,0
67,9,0
68,4,0
69,14,0
70,5,0
71,16,0
72,2,0
73,3,0
74,19,0
75,7,0
76,26,0
77,6,0
78,19,1
79,13,0
80,14,0
81,11,0
82,24,1
83,84,0
84,15,1
85,49,0
86,36,0
87,21,1
88,44,1
89,12,0
90,38,1
91,15,1
92,13,0
93,21,0
94,18,1
95,93,0
96,100,0
97,41,1
98,14,0
99,9,1
100,44,1
101,48,1
102,10,0
103,12,1
104,29,1
105,19,1
106,23,0
107,13,0
108,24,0
109,17,0
110,15,0
111,33,1
112,12,0
113,16,1
114,38,1
115,42,1
116,24,0
117,44,0
118,28,0
119,17,1
120,25,0
121,28,0
122,25,0
123,32,0
124,35,0
125,6,0
126,100,0
127,40,1
128,11,1
129,14,0
130,12,1
131,32,1
132,20,1
133,86,0
134,13,0
135,23,0
136,55,0
137,26,1
138,10,0
139,16,1
140,64,0
141,30,0
142,57,1
143,18,0
144,66,0
145,91,1
146,44,1
147,11,0
148,21,1
149,51,1
150,9,1
151,100,0
152,22,0
153,19,1
154,15,1
155,58,1
156,27,0
157,18,1
158,14,0
159,20,1
160,13,1
161,25,1
162,71,0
163,7,0
164,16,1
165,43,0
166,9,1
167,15,1
168,13,1
169,29,1
170,12,0
171,51,0
172,67,1
173,16,1
174,80,0
175,54,1
176,12,0
177,21,1
178,40,1
179,80,0
180,92,0
181,98,1
182,7,1
183,16,0
184,32,0
185,65,0
