episode,mean,std
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.01,0.1
8,0.01,0.1
9,0.01,0.09999999999999999
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.01,0.09999999999999998
35,0.0,0.0
36,0.01,0.1
37,0.0,0.0
38,0.01,0.1
39,0.0,0.0
40,0.0,0.0
41,0.01,0.1
42,0.01,0.1
43,0.01,0.09999999999999998
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.02,0.14070529413628968
48,0.01,0.1
49,0.01,0.1
50,0.0,0.0
51,0.0,0.0
52,0.02,0.14070529413628968
53,0.01,0.1
54,0.01,0.1
55,0.02,0.1407052941362897
56,0.01,0.1
57,0.01,0.09999999999999998
58,0.01,0.1
59,0.02,0.14070529413628968
60,0.01,0.09999999999999998
61,0.0,0.0
62,0.02,0.14070529413628968
63,0.02,0.14070529413628968
64,0.01,0.1
65,0.02,0.14070529413628968
66,0.0,0.0
67,0.0,0.0
68,0.04,0.19694638556693242
69,0.02,0.14070529413628968
70,0.01,0.1
71,0.02,0.14070529413628968
72,0.03,0.17144660799776532
73,0.03,0.1714466079977653
74,0.03,0.1714466079977653
75,0.04,0.19694638556693242
76,0.05,0.2190429135575903
77,0.03,0.17144660799776532
78,0.02,0.1407052941362897
79,0.04,0.19694638556693236
80,0.02,0.14070529413628968
81,0.07,0.2564323999762428
82,0.06,0.23868325657594203
83,0.04,0.19694638556693236
84,0.05,0.21904291355759034
85,0.04,0.1969463855669324
86,0.05,0.2190429135575903
87,0.06,0.23868325657594203
88,0.05,0.21904291355759034
89,0.05,0.2190429135575903
