episode,mean,std
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.01,0.1
8,0.01,0.1
9,0.01,0.09999999999999999
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.01,0.09999999999999999
21,0.01,0.09999999999999999
22,0.0,0.0
23,0.0,0.0
24,0.01,0.1
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.01,0.1
32,0.0,0.0
33,0.01,0.1
34,0.02,0.14070529413628968
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.01,0.1
40,0.0,0.0
41,0.0,0.0
42,0.01,0.1
43,0.01,0.1
44,0.01,0.1
45,0.0,0.0
46,0.01,0.09999999999999998
47,0.03,0.1714466079977653
48,0.0,0.0
49,0.02,0.14070529413628968
50,0.0,0.0
51,0.01,0.1
52,0.01,0.09999999999999998
53,0.0,0.0
54,0.0,0.0
55,0.02,0.14070529413628968
56,0.03,0.1714466079977653
57,0.03,0.1714466079977653
58,0.02,0.14070529413628968
59,0.02,0.14070529413628968
60,0.02,0.1407052941362897
61,0.01,0.1
62,0.02,0.14070529413628968
63,0.05,0.21904291355759034
64,0.02,0.14070529413628968
65,0.02,0.14070529413628968
66,0.03,0.1714466079977653
67,0.04,0.19694638556693236
68,0.05,0.21904291355759034
69,0.02,0.14070529413628968
70,0.03,0.1714466079977653
71,0.04,0.19694638556693236
72,0.04,0.19694638556693236
73,0.03,0.1714466079977653
74,0.04,0.19694638556693236
75,0.06,0.23868325657594205
76,0.05,0.21904291355759034
77,0.04,0.19694638556693236
78,0.04,0.19694638556693236
79,0.04,0.19694638556693236
80,0.09,0.2876234912646613
81,0.04,0.19694638556693236
82,0.05,0.2190429135575903
83,0.07,0.2564323999762428
84,0.06,0.23868325657594203
85,0.04,0.19694638556693236
86,0.03,0.1714466079977653
