episode,mean,std
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.01,0.1
8,0.01,0.1
9,0.01,0.09999999999999999
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.01,0.1
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.02,0.14070529413628968
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.01,0.09999999999999999
41,0.01,0.1
42,0.02,0.1407052941362897
43,0.01,0.1
44,0.01,0.09999999999999999
45,0.01,0.1
46,0.02,0.1407052941362897
47,0.02,0.14070529413628968
48,0.01,0.09999999999999999
49,0.0,0.0
50,0.01,0.09999999999999998
51,0.03,0.1714466079977653
52,0.02,0.1407052941362897
53,0.02,0.1407052941362897
54,0.01,0.1
55,0.04,0.19694638556693236
56,0.01,0.1
57,0.03,0.1714466079977653
58,0.02,0.14070529413628968
59,0.02,0.1407052941362897
60,0.01,0.09999999999999998
61,0.03,0.1714466079977653
62,0.04,0.19694638556693236
63,0.06,0.23868325657594203
64,0.03,0.1714466079977653
65,0.04,0.1969463855669324
66,0.05,0.21904291355759034
67,0.03,0.1714466079977653
68,0.05,0.21904291355759029
69,0.03,0.1714466079977653
70,0.04,0.19694638556693236
71,0.04,0.19694638556693236
72,0.03,0.1714466079977653
73,0.04,0.19694638556693242
74,0.03,0.1714466079977653
75,0.06,0.23868325657594205
76,0.06,0.23868325657594203
77,0.05,0.21904291355759034
78,0.03,0.17144660799776532
79,0.06,0.23868325657594203
80,0.06,0.238683256575942
81,0.05,0.21904291355759034
82,0.07,0.2564323999762428
83,0.05,0.2190429135575903
84,0.05,0.21904291355759034
85,0.04,0.1969463855669324
