episode,steps,reward
1,10,0
2,7,0
3,8,0
4,3,0
5,6,1
6,4,0
7,8,0
8,8,0
9,17,0
10,14,0
11,4,0
12,10,0
13,4,0
14,10,0
15,4,0
16,9,0
17,30,0
18,18,0
19,25,1
20,22,1
21,3,0
22,36,0
23,23,0
24,10,0
25,26,1
26,3,0
27,19,1
28,8,0
29,20,0
30,17,1
31,11,0
32,11,0
33,6,0
34,16,1
35,49,0
36,33,0
37,25,0
38,51,0
39,34,0
40,13,0
41,18,0
42,12,0
43,21,0
44,10,0
45,82,0
46,13,0
47,26,0
48,39,0
49,8,1
50,42,1
51,24,1
52,9,0
53,9,0
54,16,1
55,39,0
56,22,0
57,16,1
58,24,0
59,11,0
60,16,1
61,23,0
62,11,0
63,15,1
64,55,0
65,36,1
66,29,0
67,42,0
68,23,0
69,20,0
70,10,0
71,32,0
72,14,0
73,33,1
74,38,1
75,13,0
76,40,0
77,43,0
78,10,1
79,13,0
80,13,0
81,33,0
82,57,1
83,24,1
84,21,1
85,24,1
86,60,0
87,23,1
88,12,1
89,14,1
90,63,0
91,31,1
92,51,1
93,22,0
94,49,0
95,90,1
96,42,1
97,12,1
98,18,0
99,16,0
100,16,1
101,94,1
102,20,0
103,16,1
104,32,1
105,58,1
106,26,0
107,18,1
108,16,1
109,29,0
110,13,1
111,25,1
112,82,1
113,5,0
114,16,1
115,23,0
116,9,1
117,18,1
118,13,1
119,29,1
120,13,1
121,50,0
122,61,0
123,16,1
124,100,0
125,70,0
126,11,0
127,16,1
128,40,1
129,14,0
130,91,0
131,98,1
132,7,1
133,20,0
134,34,1
135,76,1
136,16,1
137,57,1
138,30,1
139,42,1
140,18,1
141,32,0
142,49,1
143,11,0
144,13,0
145,20,1
146,53,1
147,11,0
148,42,1
149,13,1
150,7,1
151,20,1
152,16,1
153,70,1
154,76,1
155,30,1
156,16,1
157,43,1
158,24,1
159,33,1
160,45,0
161,100,0
162,74,1
163,45,1
164,10,1
165,43,1
166,48,0
167,27,1
168,59,1
169,27,1
170,13,0
171,24,1
