episode,mean,std
1,0.02,0.1407052941362897
2,0.02,0.1407052941362897
3,0.01,0.09999999999999999
4,0.0,0.0
5,0.01,0.1
6,0.03,0.1714466079977653
7,0.01,0.09999999999999999
8,0.0,0.0
9,0.03,0.1714466079977653
10,0.0,0.0
11,0.03,0.1714466079977653
12,0.03,0.1714466079977653
13,0.01,0.09999999999999999
14,0.05,0.21904291355759034
15,0.05,0.2190429135575903
16,0.01,0.09999999999999999
17,0.02,0.1407052941362897
18,0.09,0.28762349126466136
19,0.03,0.17144660799776532
20,0.03,0.1714466079977653
21,0.04,0.19694638556693236
22,0.09,0.28762349126466136
23,0.05,0.21904291355759034
24,0.05,0.2190429135575903
25,0.05,0.2190429135575903
26,0.09,0.2876234912646613
27,0.07,0.2564323999762428
28,0.11,0.3144660377352201
29,0.11,0.3144660377352201
30,0.11,0.31446603773522014
31,0.14,0.348735088019777
32,0.12,0.3265986323710904
33,0.1,0.30151134457776363
34,0.12,0.32659863237109044
35,0.14,0.348735088019777
36,0.16,0.3684529491774706
37,0.15,0.35887028128263676
38,0.2,0.4020151261036849
39,0.23,0.42295258468165065
40,0.23,0.4229525846816506
41,0.23,0.4229525846816506
42,0.21,0.40936018074033237
43,0.23,0.42295258468165065
44,0.16,0.3684529491774707
45,0.2,0.4020151261036848
46,0.21,0.4093601807403323
47,0.25,0.43519413988924455
48,0.29,0.4560480215720687
49,0.27,0.4461960433384737
50,0.25,0.4351941398892446
51,0.22,0.41633319989322654
52,0.31,0.4648231987117317
53,0.27,0.4461960433384736
54,0.25,0.4351941398892446
55,0.28,0.4512608598542129
56,0.26,0.44084400227680814
57,0.33,0.4725815626252608
58,0.32,0.46882617226215073
59,0.29,0.45604802157206864
60,0.32,0.4688261722621507
61,0.31,0.4648231987117317
62,0.32,0.4688261722621507
63,0.31,0.4648231987117317
64,0.28,0.45126085985421294
65,0.3,0.4605661864718382
66,0.31,0.4648231987117318
67,0.37,0.48523658709390977
68,0.44,0.49888765156985876
69,0.37,0.48523658709390977
70,0.31,0.46482319871173167
71,0.33,0.47258156262526074
72,0.37,0.4852365870939097
73,0.32,0.4688261722621506
74,0.4,0.49236596391733084
75,0.42,0.4960449637488582
76,0.42,0.49604496374885826
77,0.41,0.49431107042371036
78,0.39,0.4902071300001973
79,0.44,0.49888765156985876
80,0.39,0.4902071300001973
81,0.48,0.5021167315686783
