episode,mean,std
1,0.02,0.1407052941362897
2,0.02,0.1407052941362897
3,0.01,0.09999999999999999
4,0.0,0.0
5,0.01,0.1
6,0.02,0.1407052941362897
7,0.01,0.09999999999999999
8,0.0,0.0
9,0.02,0.14070529413628968
10,0.01,0.1
11,0.03,0.1714466079977653
12,0.02,0.1407052941362897
13,0.01,0.09999999999999999
14,0.04,0.1969463855669324
15,0.02,0.14070529413628968
16,0.02,0.1407052941362897
17,0.02,0.1407052941362897
18,0.06,0.23868325657594203
19,0.04,0.19694638556693236
20,0.04,0.19694638556693236
21,0.05,0.21904291355759034
22,0.06,0.23868325657594203
23,0.07,0.25643239997624284
24,0.1,0.30151134457776363
25,0.08,0.2726599243442907
26,0.07,0.2564323999762428
27,0.05,0.2190429135575903
28,0.09,0.28762349126466136
29,0.09,0.2876234912646614
30,0.09,0.28762349126466136
31,0.09,0.28762349126466136
32,0.12,0.32659863237109044
33,0.1,0.3015113445777636
34,0.15,0.35887028128263665
35,0.1,0.30151134457776363
36,0.09,0.28762349126466136
37,0.15,0.35887028128263676
38,0.14,0.34873508801977704
39,0.16,0.3684529491774707
40,0.23,0.42295258468165065
41,0.21,0.40936018074033237
42,0.23,0.4229525846816507
43,0.18,0.38612291966536916
44,0.21,0.4093601807403323
45,0.17,0.377525168068637
46,0.14,0.34873508801977704
47,0.24,0.42923469599092795
48,0.26,0.44084400227680803
49,0.23,0.4229525846816507
50,0.28,0.4512608598542129
51,0.19,0.3942772444036625
52,0.3,0.4605661864718383
53,0.33,0.47258156262526085
54,0.3,0.46056618647183833
55,0.32,0.4688261722621505
56,0.32,0.4688261722621506
57,0.27,0.44619604333847374
58,0.35,0.4793724854411022
59,0.42,0.49604496374885826
60,0.31,0.4648231987117317
61,0.37,0.48523658709390977
62,0.41,0.49431107042371036
63,0.32,0.46882617226215073
64,0.3,0.4605661864718382
65,0.28,0.45126085985421294
66,0.32,0.4688261722621506
67,0.36,0.4824181513244218
68,0.38,0.48783173121456325
69,0.39,0.4902071300001972
70,0.35,0.4793724854411022
71,0.3,0.4605661864718382
72,0.37,0.48523658709390977
73,0.31,0.4648231987117317
74,0.41,0.49431107042371036
75,0.3,0.4605661864718382
76,0.4,0.49236596391733106
77,0.37,0.48523658709390954
78,0.45,0.5
79,0.43,0.497569851956243
80,0.38,0.48783173121456325
81,0.42,0.4960449637488581
