episode,mean,std
1,0.02,0.1407052941362897
2,0.02,0.1407052941362897
3,0.01,0.09999999999999999
4,0.0,0.0
5,0.01,0.1
6,0.02,0.1407052941362897
7,0.01,0.09999999999999999
8,0.01,0.09999999999999999
9,0.02,0.14070529413628968
10,0.0,0.0
11,0.03,0.1714466079977653
12,0.02,0.1407052941362897
13,0.01,0.09999999999999999
14,0.05,0.21904291355759034
15,0.02,0.14070529413628968
16,0.05,0.21904291355759034
17,0.03,0.1714466079977653
18,0.06,0.238683256575942
19,0.05,0.21904291355759034
20,0.03,0.1714466079977653
21,0.07,0.25643239997624273
22,0.03,0.1714466079977653
23,0.07,0.2564323999762428
24,0.06,0.23868325657594205
25,0.08,0.27265992434429076
26,0.09,0.2876234912646613
27,0.11,0.31446603773522014
28,0.05,0.2190429135575903
29,0.1,0.30151134457776363
30,0.13,0.33799766898963113
31,0.07,0.2564323999762428
32,0.16,0.3684529491774707
33,0.16,0.3684529491774707
34,0.13,0.33799766898963113
35,0.11,0.31446603773522014
36,0.21,0.40936018074033237
37,0.12,0.3265986323710904
38,0.21,0.4093601807403323
39,0.21,0.40936018074033237
40,0.24,0.42923469599092784
41,0.21,0.40936018074033237
42,0.21,0.4093601807403323
43,0.21,0.40936018074033237
44,0.22,0.41633319989322654
45,0.23,0.4229525846816507
46,0.19,0.3942772444036625
47,0.25,0.4351941398892446
48,0.21,0.40936018074033237
49,0.22,0.41633319989322654
50,0.26,0.4408440022768081
51,0.21,0.4093601807403323
52,0.23,0.42295258468165065
53,0.27,0.44619604333847374
54,0.27,0.44619604333847374
55,0.32,0.46882617226215073
56,0.33,0.47258156262526085
57,0.21,0.40936018074033237
58,0.36,0.48241815132442173
59,0.35,0.4793724854411023
60,0.26,0.44084400227680803
61,0.31,0.4648231987117317
62,0.33,0.47258156262526096
63,0.33,0.47258156262526085
64,0.26,0.440844002276808
65,0.27,0.44619604333847374
66,0.31,0.4648231987117318
67,0.31,0.4648231987117317
68,0.38,0.48783173121456336
69,0.37,0.4852365870939097
70,0.38,0.4878317312145634
71,0.36,0.4824181513244218
72,0.35,0.47937248544110217
73,0.34,0.47609522856952335
74,0.42,0.49604496374885815
75,0.34,0.47609522856952324
76,0.4,0.49236596391733095
77,0.37,0.4852365870939096
78,0.43,0.497569851956243
79,0.36,0.4824181513244218
80,0.39,0.4902071300001973
81,0.43,0.497569851956243
