episode,mean,std
1,0.02,0.1407052941362897
2,0.02,0.1407052941362897
3,0.01,0.09999999999999999
4,0.0,0.0
5,0.01,0.1
6,0.04,0.19694638556693236
7,0.02,0.1407052941362897
8,0.0,0.0
9,0.02,0.14070529413628968
10,0.0,0.0
11,0.03,0.1714466079977653
12,0.03,0.1714466079977653
13,0.01,0.09999999999999999
14,0.04,0.19694638556693242
15,0.04,0.19694638556693236
16,0.02,0.14070529413628968
17,0.03,0.1714466079977653
18,0.06,0.238683256575942
19,0.05,0.21904291355759034
20,0.0,0.0
21,0.02,0.14070529413628968
22,0.04,0.1969463855669324
23,0.04,0.19694638556693236
24,0.12,0.32659863237109044
25,0.05,0.21904291355759034
26,0.05,0.21904291355759034
27,0.05,0.2190429135575903
28,0.07,0.2564323999762428
29,0.1,0.30151134457776363
30,0.07,0.2564323999762428
31,0.17,0.3775251680686369
32,0.14,0.34873508801977693
33,0.11,0.3144660377352201
34,0.13,0.33799766898963113
35,0.14,0.34873508801977704
36,0.18,0.38612291966536916
37,0.21,0.4093601807403323
38,0.21,0.4093601807403323
39,0.16,0.3684529491774706
40,0.21,0.40936018074033237
41,0.17,0.3775251680686369
42,0.21,0.40936018074033237
43,0.28,0.451260859854213
44,0.21,0.4093601807403323
45,0.3,0.4605661864718382
46,0.23,0.42295258468165076
47,0.26,0.4408440022768081
48,0.22,0.41633319989322654
49,0.3,0.4605661864718382
50,0.27,0.4461960433384736
51,0.18,0.3861229196653691
52,0.32,0.46882617226215073
53,0.27,0.4461960433384736
54,0.31,0.4648231987117318
55,0.2,0.4020151261036848
56,0.25,0.4351941398892446
57,0.23,0.4229525846816507
58,0.33,0.47258156262526085
59,0.35,0.4793724854411023
60,0.33,0.47258156262526085
61,0.36,0.4824181513244218
62,0.32,0.46882617226215073
63,0.31,0.4648231987117318
64,0.32,0.4688261722621507
65,0.34,0.47609522856952335
66,0.33,0.47258156262526085
67,0.3,0.4605661864718382
68,0.38,0.4878317312145633
69,0.35,0.4793724854411023
70,0.35,0.4793724854411022
71,0.3,0.4605661864718382
72,0.34,0.4760952285695232
73,0.32,0.46882617226215073
74,0.4,0.49236596391733084
75,0.32,0.4688261722621506
76,0.51,0.5024183937956913
77,0.38,0.48783173121456336
78,0.47,0.5016135580465919
79,0.46,0.5009082659620331
80,0.41,0.49431107042371036
81,0.42,0.49604496374885815
