episode,steps,reward
1,7,0
2,6,0
3,6,0
4,4,0
5,12,0
6,10,0
7,2,0
8,7,0
9,16,0
10,2,0
11,3,0
12,16,0
13,11,0
14,14,1
15,7,0
16,7,0
17,4,0
18,3,0
19,22,0
20,6,0
21,5,0
22,5,0
23,11,0
24,3,0
25,6,0
26,4,0
27,5,0
28,5,0
29,11,0
30,8,0
31,10,0
32,27,0
33,2,0
34,10,1
35,5,0
36,7,0
37,4,0
38,3,0
39,14,0
40,9,0
41,7,0
42,4,0
43,7,0
44,6,0
45,9,0
46,5,0
47,12,0
48,19,0
49,7,0
50,9,0
51,7,0
52,9,0
53,37,0
54,13,0
55,20,0
56,10,0
57,51,0
58,15,0
59,12,0
60,8,0
61,5,0
62,35,0
63,46,0
64,19,1
65,6,0
66,26,0
67,7,0
68,14,0
69,20,0
70,19,0
71,10,0
72,20,0
73,11,0
74,11,0
75,21,0
76,5,0
77,4,0
78,48,1
79,16,0
80,25,0
81,4,0
82,32,0
83,16,0
84,13,0
85,39,0
86,23,0
87,21,0
88,39,0
89,14,0
90,6,0
91,8,0
92,22,0
93,15,0
94,27,0
95,15,0
96,16,0
97,12,0
98,14,0
99,25,0
100,36,0
101,11,0
102,39,0
103,22,0
104,13,0
105,55,0
106,49,0
107,37,0
108,18,1
109,15,0
110,12,1
111,49,0
112,9,0
113,41,0
114,24,0
115,41,0
116,60,0
117,49,0
118,19,0
119,19,0
120,14,0
121,14,0
122,53,0
123,19,0
124,5,0
125,24,0
126,27,1
127,23,0
128,26,0
129,48,0
130,34,1
131,26,0
132,37,0
133,38,0
134,100,0
135,100,0
136,21,0
137,27,1
138,100,0
139,86,1
140,68,1
141,45,0
142,100,0
143,100,0
144,85,1
145,94,1
146,15,1
147,28,1
148,12,0
149,16,0
150,94,0
151,40,1
152,18,0
153,13,0
154,54,1
155,21,1
156,12,1
157,41,1
158,12,0
159,27,1
160,32,0
161,79,1
162,39,1
163,8,1
164,24,1
165,13,0
166,47,1
167,12,0
168,22,0
169,19,1
170,95,0
171,96,0
172,17,1
173,83,1
174,100,0
175,32,1
176,41,1
177,38,0
178,15,1
179,100,0
180,100,0
181,100,0
182,24,1
183,39,1
184,71,0
185,33,1
186,55,1
187,36,1
188,17,1
189,55,1
190,47,1
191,100,0
192,12,1
193,39,1
194,22,0
195,100,0
196,100,0
197,48,1
198,9,1
199,9,1
200,9,0
201,13,1
202,68,1
203,52,0
204,24,0
205,64,1
206,35,1
207,29,1
208,18,0
209,66,1
210,56,1
211,100,0
212,55,1
213,100,0
214,73,1
215,51,0
216,86,1
217,46,1
218,53,0
219,18,1
220,80,1
221,28,0
222,15,1
223,63,1
224,36,1
225,8,1
226,100,0
227,10,1
228,6,1
229,46,0
230,26,1
231,52,0
232,100,0
233,22,1
