episode,steps,reward
0,4,0
1,5,0
2,24,0
3,14,0
4,8,0
5,4,0
6,7,0
7,7,0
8,13,0
9,8,0
10,10,0
11,12,0
12,9,0
13,13,0
14,6,0
15,11,0
16,9,0
17,3,0
18,9,0
19,11,0
20,2,0
21,12,0
22,8,0
23,15,0
24,13,0
25,3,0
26,6,0
27,9,0
28,11,0
29,5,0
30,11,0
31,6,0
32,8,0
33,6,0
34,9,0
35,11,0
36,6,0
37,10,0
38,6,0
39,20,0
40,7,0
41,5,0
42,3,0
43,13,0
44,9,0
45,13,0
46,17,0
47,2,0
48,4,0
49,11,0
50,23,0
51,10,0
52,5,0
53,11,0
54,20,0
55,12,0
56,12,0
57,8,0
58,24,0
59,5,0
60,8,0
61,3,0
62,15,0
63,11,0
64,5,0
65,2,0
66,25,0
67,4,0
68,10,0
69,2,0
70,5,0
71,8,0
72,3,0
73,7,0
74,6,0
75,2,0
76,15,0
77,4,0
78,6,0
79,19,0
80,5,0
81,11,0
82,4,0
83,4,0
84,2,0
85,26,0
86,8,0
87,18,0
88,9,0
89,15,0
90,13,1
91,7,0
92,4,0
93,57,0
94,10,1
95,44,1
96,53,0
97,68,1
98,11,0
99,28,1
100,22,0
101,91,1
102,15,0
103,100,0
104,36,1
105,100,0
106,36,1
107,9,1
108,35,0
109,15,1
110,13,1
111,100,1
112,49,1
113,100,0
114,100,0
115,100,0
116,18,1
117,6,0
118,44,1
119,63,0
120,23,1
121,27,1
122,29,1
123,65,1
124,23,1
125,16,0
126,23,1
127,22,1
128,18,1
129,33,1
130,46,1
131,16,1
132,38,1
133,42,1
134,37,1
135,70,1
136,33,1
137,100,0
138,51,1
139,34,1
140,25,1
141,68,1
142,51,1
143,33,1
144,98,0
145,53,1
146,11,1
147,66,1
148,12,1
149,96,1
150,19,0
151,24,1
152,100,0
153,41,1
154,60,1
155,21,0
156,100,0
157,16,1
158,66,1
159,51,1
160,45,0
161,9,1
162,50,1
163,91,1
164,44,1
165,20,1
166,19,1
167,12,0
168,34,1
169,100,0
170,100,0
171,19,1
172,13,0
173,58,1
174,29,1
175,18,1
176,19,1
177,78,1
178,98,1
179,25,1
180,87,1
181,6,1
182,16,1
183,100,0
184,9,1
185,91,1
186,13,1
187,22,0
188,60,1
189,52,1
190,62,1
191,16,1
192,100,0
193,100,0
194,14,1
195,40,1
196,38,0
197,79,1
198,93,1
199,98,1
200,7,1
201,46,1
202,38,1
203,71,0
204,9,1
205,35,1
206,30,1
207,57,1
208,27,1
209,33,1
210,49,1
211,35,1
212,15,1
213,22,0
214,57,1
215,12,1
216,42,1
217,83,1
218,23,1
219,87,1
220,16,1
221,70,1
222,52,0
223,24,0
224,16,1
225,43,1
226,24,1
227,18,0
228,83,1
229,100,0
230,74,1
231,100,0
232,10,1
233,100,0
234,72,1
235,29,0
236,59,1
237,93,1
238,21,1
239,24,1
240,48,1
241,13,1
242,42,1
243,59,1
244,89,1
245,100,0
246,26,1
247,26,0
248,37,1
249,57,0
250,52,0
251,14,1
252,66,1
253,78,1
254,61,1
255,12,1
256,9,1
257,100,0
258,25,1
259,20,1
260,11,1
261,23,1
262,40,1
263,100,0
264,19,1
265,21,1
266,68,1
267,34,1
268,42,0
269,100,0
270,35,1
271,19,1
272,42,0
273,44,1
274,23,1
275,97,1
276,93,1
277,45,1
278,89,1
279,56,1
280,7,0
281,100,0
282,18,1
283,93,1
284,63,1
285,60,1
286,62,0
287,51,1
288,38,0
289,48,1
290,21,1
291,10,1
292,100,0
293,27,1
294,33,1
295,78,1
296,24,0
297,60,1
298,100,0
299,12,1
300,50,1
301,100,0
302,45,1
303,44,1
304,30,1
305,40,1
306,19,1
307,26,1
308,51,1
309,38,1
310,43,1
311,23,0
312,61,1
313,17,1
314,11,1
315,61,1
316,6,1
317,12,1
318,43,1
319,100,0
320,42,1
321,9,0
322,16,1
323,100,0
324,73,1
325,47,1
326,18,0
327,89,1
328,57,1
329,26,1
330,14,1
331,63,1
332,38,1
333,100,0
334,76,1
335,100,0
336,11,1
337,99,1
338,10,1
339,11,0
340,16,1
341,41,1
342,100,0
343,18,1
344,38,1
345,90,1
346,100,0
347,14,1
348,15,1
349,21,0
350,54,1
351,55,1
352,65,1
353,13,0
354,100,0
355,26,1
356,18,1
357,56,1
358,32,1
359,48,1
360,65,1
361,23,1
362,96,1
363,27,0
364,35,1
365,36,0
366,100,0
367,28,1
368,44,1
369,100,0
370,90,1
371,35,1
372,73,1
373,23,1
374,73,1
375,18,1
376,17,1
377,20,1
378,11,1
379,51,1
380,42,0
381,29,1
382,14,0
383,22,1
384,24,1
385,28,1
386,48,1
387,16,1
388,89,1
389,29,0
390,18,1
391,20,1
392,63,1
393,10,1
394,80,1
395,100,0
396,27,1
397,87,0
398,95,0
399,15,0
400,46,0
401,38,1
402,44,1
403,30,1
404,23,1
405,34,1
406,17,1
407,58,0
408,27,1
409,40,1
410,15,0
411,17,0
412,33,1
413,22,1
414,19,1
415,11,1
416,100,0
417,28,1
418,11,1
419,32,1
420,37,1
421,22,1
422,23,1
423,9,1
424,22,1
425,66,0
426,14,1
427,50,0
428,12,1
429,46,0
430,82,0
431,40,1
432,100,0
433,95,1
434,83,1
435,15,1
436,48,1
437,12,1
438,40,1
439,33,0
440,27,1
441,68,1
442,26,1
443,100,0
444,35,1
445,15,1
446,27,1
447,43,0
448,27,1
449,76,1
450,25,1
451,100,0
452,82,1
453,24,1
454,17,1
455,19,1
456,30,1
457,25,1
458,11,1
459,100,0
460,55,1
461,17,0
462,30,1
463,100,0
464,70,1
465,100,0
466,100,0
467,68,1
468,14,1
469,10,1
470,99,1
471,100,0
472,41,1
473,74,1
474,33,1
475,38,0
476,39,0
477,40,1
478,21,1
479,80,1
480,7,0
481,23,1
482,8,0
483,10,0
484,35,1
485,43,1
486,12,0
487,94,0
488,28,1
489,21,1
490,68,1
491,32,1
492,37,1
493,80,1
494,8,1
495,36,1
496,100,0
497,60,1
498,100,0
499,13,0
500,100,0
501,12,1
502,87,0
503,33,1
504,23,1
505,28,1
506,79,1
507,42,1
508,38,1
509,100,0
510,30,0
511,25,1
512,10,1
513,80,1
514,18,0
515,40,1
516,15,1
517,25,1
518,46,1
519,14,1
520,23,1
521,94,1
522,15,1
523,43,1
524,17,1
525,33,1
526,51,0
527,45,1
528,100,0
529,100,0
530,58,1
531,100,0
532,23,0
533,100,0
534,45,1
535,68,1
536,40,1
537,14,0
538,21,1
539,22,1
540,11,1
541,37,1
542,12,1
543,29,1
544,54,1
545,10,1
546,38,1
547,18,1
548,49,1
549,46,0
550,68,1
551,100,0
552,8,1
553,49,1
554,91,1
555,23,1
556,84,1
557,26,1
558,62,1
559,100,0
560,59,1
561,100,0
562,11,1
563,40,1
564,24,0
565,26,1
566,25,1
567,44,1
568,51,1
569,73,1
570,30,1
571,29,1
572,10,0
573,49,1
574,54,1
575,71,1
576,55,1
577,100,0
578,10,1
579,77,1
580,17,1
581,67,1
582,19,0
583,30,1
584,62,1
585,100,0
586,44,1
587,100,0
588,16,1
589,79,0
590,34,1
591,12,1
592,33,1
593,19,1
594,100,0
595,59,1
596,39,1
597,56,1
598,20,1
599,15,0
600,44,1
601,35,0
602,52,1
603,34,1
604,36,0
605,100,0
606,31,1
607,24,1
608,21,1
609,27,1
610,59,1
611,23,1
612,15,1
613,75,1
614,32,1
615,22,1
616,32,1
617,93,1
618,64,0
619,21,1
620,19,1
621,53,1
622,100,0
623,80,0
624,40,1
625,29,1
626,30,0
627,13,1
628,95,0
629,28,1
630,10,0
631,38,1
632,24,1
633,46,1
634,33,0
635,52,1
636,39,1
637,54,1
638,100,0
639,9,1
640,18,1
641,85,1
642,69,1
643,65,1
644,100,0
645,37,1
646,27,1
647,36,1
648,78,1
649,34,1
650,59,1
651,20,1
652,58,1
653,19,1
654,32,1
655,8,1
656,10,0
657,21,1
658,15,1
659,10,1
660,23,1
661,40,1
662,100,0
663,29,1
664,42,1
665,69,1
666,28,1
667,20,1
668,28,0
669,10,1
670,44,0
671,17,1
672,54,1
673,99,1
674,14,1
675,9,1
676,17,1
677,58,1
678,17,1
679,75,1
680,44,1
681,30,1
682,100,0
683,100,0
684,14,1
685,63,1
686,40,1
687,51,1
688,82,1
689,100,0
690,41,1
691,100,0
692,78,1
693,9,1
694,17,1
695,14,0
696,50,0
697,19,1
698,21,1
699,65,0
700,73,1
701,15,1
702,23,1
703,15,1
704,70,1
705,100,0
706,19,1
707,23,1
708,66,1
709,23,1
710,54,1
711,25,1
712,26,1
713,66,1
714,24,1
715,14,1
716,22,1
717,21,1
718,39,1
719,89,0
720,100,0
721,27,1
722,9,1
723,24,1
724,63,1
725,34,1
726,26,1
727,100,0
728,88,1
729,54,0
730,44,1
731,42,1
732,14,1
733,10,0
734,64,1
735,57,1
736,45,1
737,28,1
738,15,1
739,18,1
740,66,1
741,9,0
742,100,0
743,22,1
744,15,1
745,100,0
746,35,1
747,55,1
748,11,0
749,30,1
750,44,1
751,45,1
752,32,0
753,63,1
754,100,0
755,49,1
756,68,1
757,66,1
758,36,1
759,31,1
760,29,0
761,84,1
762,58,1
763,18,1
764,21,0
765,89,1
766,7,0
767,24,0
768,47,1
769,45,1
770,89,1
771,28,1
772,23,0
773,21,1
774,53,1
775,100,0
776,74,1
777,41,1
778,76,1
779,24,1
780,17,1
781,42,1
782,31,1
783,56,0
784,14,1
785,66,1
786,60,1
787,53,0
788,33,1
789,100,0
790,48,1
791,53,1
792,100,0
793,100,0
794,34,1
795,16,1
796,30,1
797,37,1
798,25,1
799,100,0
800,32,1
801,10,1
802,29,1
803,20,1
804,100,0
805,83,0
806,38,1
807,65,1
808,29,1
809,24,1
