episode,steps,reward
0,11,0
1,22,0
2,64,0
3,17,0
4,52,0
5,48,0
6,34,0
7,34,0
8,28,0
9,52,0
10,44,0
11,17,0
12,51,0
13,55,0
14,35,0
15,25,0
16,20,0
17,11,0
18,8,0
19,16,0
20,6,0
21,14,0
22,71,0
23,9,0
24,14,0
25,8,0
26,18,0
27,41,0
28,13,0
29,34,0
30,43,0
31,48,0
32,14,0
33,68,0
34,80,0
35,15,0
36,29,0
37,50,0
38,48,0
39,18,0
40,10,0
41,12,0
42,11,0
43,9,0
44,92,0
45,38,0
46,19,0
47,17,0
48,5,0
49,21,0
50,9,0
51,17,0
52,65,0
53,34,0
54,43,0
55,24,0
56,46,0
57,35,0
58,33,0
59,13,0
60,13,0
61,9,0
62,7,0
63,15,0
64,29,0
65,43,0
66,23,0
67,17,0
68,35,0
69,24,0
70,34,0
71,19,0
72,46,0
73,19,0
74,33,0
75,12,0
76,17,0
77,24,0
78,21,0
79,24,0
80,13,0
81,40,0
82,21,0
83,10,0
84,40,0
85,14,0
86,44,0
87,32,0
88,15,0
89,11,0
90,9,0
91,13,0
92,16,0
93,22,0
94,10,0
95,28,0
96,40,0
97,32,0
98,48,0
99,18,0
100,19,0
101,12,0
102,22,0
103,7,0
104,24,0
105,11,0
106,26,0
107,23,0
108,24,0
109,17,0
110,20,0
111,11,0
112,18,0
113,10,0
114,37,0
115,20,0
116,14,0
117,81,0
118,23,0
119,13,0
120,17,0
121,10,0
122,20,0
123,17,0
124,12,0
125,54,0
126,22,0
127,41,0
128,21,0
129,21,0
130,23,0
131,22,0
132,13,0
133,29,0
134,20,0
135,10,0
136,33,0
137,28,0
138,19,0
139,82,0
140,15,0
141,11,0
142,35,0
143,19,0
144,11,0
145,21,0
146,25,0
147,11,0
148,35,0
149,36,0
150,77,0
151,104,0
152,35,0
153,23,0
154,46,0
155,15,0
156,11,0
157,14,0
158,24,0
159,75,0
160,15,0
161,34,0
162,29,0
163,11,0
164,14,0
165,56,0
166,19,0
167,7,0
168,8,0
169,16,0
170,22,0
171,24,0
172,14,0
173,28,0
174,17,0
175,45,0
176,46,0
177,22,0
178,23,0
179,12,0
180,21,0
181,32,0
182,51,0
183,25,0
184,15,0
185,23,0
186,29,0
187,28,0
188,43,0
189,27,0
190,15,0
191,31,0
192,39,0
193,29,0
194,16,0
195,30,0
196,59,0
197,45,0
198,52,0
199,51,0
200,19,0
201,28,0
202,24,0
203,32,0
204,60,0
205,30,0
206,28,0
207,15,0
208,14,0
209,44,0
210,28,0
211,22,0
212,90,0
213,52,0
214,12,0
215,26,0
216,8,0
217,31,0
218,41,0
219,21,0
220,63,0
221,34,0
222,35,0
223,19,0
224,16,0
225,44,0
226,67,0
227,90,0
228,75,1
229,43,0
230,52,0
231,7,0
232,19,0
233,62,0
234,31,0
235,9,0
236,79,0
237,22,0
238,48,0
239,34,0
240,112,0
241,18,0
242,12,0
243,57,0
244,35,0
245,27,0
246,29,0
247,14,0
248,34,0
249,52,0
250,7,0
251,19,0
252,38,0
253,38,0
254,33,0
255,22,0
256,28,0
257,24,0
258,32,0
259,32,0
260,79,0
261,85,0
262,34,0
263,24,1
264,46,0
265,28,0
266,50,0
267,34,0
268,46,0
269,63,0
270,63,0
271,30,0
272,23,0
273,76,0
274,30,1
275,42,0
276,22,0
277,17,0
278,43,0
279,37,0
280,54,0
281,55,0
282,16,0
283,29,0
284,37,0
285,9,0
286,86,0
287,10,0
288,20,0
289,44,0
290,50,0
291,25,0
292,37,0
293,33,0
294,41,0
295,30,0
296,31,0
297,130,0
298,51,0
299,64,1
300,63,0
301,7,0
302,47,0
303,20,0
304,59,1
305,38,0
306,49,0
307,59,1
308,100,0
309,34,0
310,8,0
311,64,0
312,63,0
313,27,0
314,24,0
315,10,0
316,21,0
317,24,0
318,54,0
319,22,0
320,28,0
321,9,0
322,13,0
323,18,0
324,50,0
325,73,1
326,32,0
327,56,1
328,72,0
329,25,0
330,24,0
331,73,0
332,27,0
333,53,0
334,27,0
335,48,0
336,52,0
337,23,0
338,26,0
339,60,0
340,137,0
341,58,0
342,86,0
343,37,0
344,21,0
345,44,1
346,16,0
347,69,0
348,19,0
349,44,0
350,68,0
351,31,0
352,26,0
353,59,0
354,7,0
355,52,0
356,79,0
357,90,1
358,88,0
359,24,0
360,55,1
361,39,1
362,45,0
363,32,1
364,23,0
365,57,1
366,27,0
367,29,0
368,94,0
369,71,0
370,103,1
371,22,0
372,15,0
373,38,0
374,57,0
375,94,0
376,62,0
377,37,0
378,200,0
379,13,0
380,73,0
381,75,0
382,25,0
383,40,0
384,19,0
385,81,0
386,40,0
387,13,0
388,7,0
389,50,0
390,26,0
391,79,0
392,47,0
393,11,0
394,12,0
395,58,0
396,62,0
397,13,0
398,62,0
399,13,0
400,35,0
401,115,0
402,72,0
403,14,0
404,69,0
405,11,0
406,32,0
407,13,0
408,8,0
409,34,0
410,16,0
411,68,0
412,16,0
413,59,0
414,19,0
415,52,0
416,133,0
417,35,0
418,35,0
419,17,0
420,36,0
421,53,0
422,15,0
423,25,0
424,16,0
425,114,0
426,46,0
427,98,0
428,114,0
429,32,0
430,41,0
431,35,0
432,191,0
433,32,0
434,22,0
435,49,0
436,88,0
437,69,0
438,30,0
439,42,0
440,11,0
441,57,0
442,102,0
443,16,0
444,25,0
445,17,0
446,153,0
447,41,0
448,109,0
449,18,0
450,39,0
451,64,0
452,65,0
453,35,0
454,13,0
455,19,0
456,11,0
457,8,0
458,56,0
459,23,0
460,12,0
461,16,0
462,22,0
463,62,0
464,105,0
465,77,0
466,39,0
467,40,0
468,26,0
469,35,0
470,39,0
471,18,0
472,9,0
473,53,0
474,124,0
475,32,0
476,21,0
477,11,0
478,63,0
479,64,0
480,30,0
481,25,0
482,61,0
483,94,0
484,33,0
485,29,0
486,28,0
487,26,0
488,28,0
489,100,0
490,28,0
491,114,0
492,16,0
493,11,0
494,12,0
495,24,0
496,41,0
497,30,0
498,22,0
499,63,0
500,25,0
501,10,0
502,42,0
503,17,0
504,21,0
505,30,0
506,115,0
507,54,0
508,81,0
509,21,0
510,107,0
511,29,0
512,36,0
513,10,0
514,31,0
515,95,0
516,44,0
517,30,0
518,72,0
519,200,0
520,41,0
521,57,0
522,8,0
523,147,0
524,57,0
525,21,0
526,10,0
527,200,0
528,23,0
529,78,0
530,52,0
531,37,0
532,15,1
533,62,0
534,92,0
535,47,0
536,75,0
537,36,0
538,70,0
539,101,0
540,196,0
541,200,0
542,126,0
543,69,0
544,79,0
545,155,0
546,200,0
547,17,0
548,20,0
549,60,0
550,110,0
551,24,0
552,74,0
553,66,0
554,124,0
555,59,0
556,63,0
557,52,0
558,173,0
559,88,0
560,64,0
561,28,0
562,51,0
563,120,0
564,33,0
565,32,0
566,60,0
567,105,0
568,75,0
569,54,0
570,26,0
571,175,0
572,39,1
573,33,0
574,68,0
575,53,0
576,65,0
577,61,0
578,41,0
579,32,0
580,92,0
581,39,0
582,104,0
583,98,0
584,165,0
585,75,0
586,175,0
587,55,0
588,82,0
589,27,0
590,19,0
591,19,0
592,200,0
593,93,0
594,91,0
595,35,0
596,40,0
597,56,0
598,200,0
599,34,0
600,19,0
601,20,0
602,126,0
603,67,0
604,9,0
605,41,0
606,30,0
607,50,0
608,80,0
609,45,0
610,62,0
611,70,0
612,200,0
613,66,0
614,18,0
615,25,0
616,68,0
617,71,0
618,14,0
619,9,0
620,56,0
621,22,0
622,70,0
623,37,0
624,127,0
625,75,0
626,90,0
627,16,0
628,67,0
629,44,0
630,39,0
631,76,0
632,182,1
633,27,0
634,79,0
635,25,0
636,40,0
637,30,0
638,28,0
639,32,0
640,33,0
641,105,0
642,166,0
643,24,0
644,68,0
645,16,0
646,60,0
647,17,0
648,181,0
649,79,0
650,58,0
651,39,0
652,191,0
653,20,0
654,73,0
655,39,0
656,78,0
657,13,0
658,39,0
659,34,0
660,12,0
661,22,0
662,83,0
663,56,0
664,15,0
665,75,0
666,176,0
667,26,1
668,17,0
669,21,0
670,11,0
671,69,0
672,132,0
673,40,0
674,39,0
675,50,0
676,150,0
677,60,0
678,16,0
679,11,0
680,42,0
681,20,0
682,19,0
683,22,0
684,12,0
685,19,0
686,72,0
687,139,1
688,34,0
689,106,0
690,34,0
691,72,0
692,40,1
693,97,0
694,84,1
695,56,1
696,140,0
697,30,0
698,130,1
699,200,0
700,67,1
701,186,0
702,110,0
703,90,1
704,148,0
705,82,1
706,44,0
707,50,0
708,130,1
709,66,1
710,67,0
711,27,1
712,40,0
713,48,0
714,36,0
715,55,0
716,26,1
717,94,0
718,150,0
719,16,0
720,51,1
721,53,1
722,40,0
723,102,0
724,61,1
725,91,0
726,52,1
727,27,0
728,49,0
729,47,1
730,114,1
731,36,1
732,83,1
733,38,0
734,38,0
735,41,0
736,114,1
737,57,0
738,86,1
739,103,0
740,66,0
741,50,1
742,29,0
743,45,0
744,86,0
745,56,0
746,99,1
747,48,0
748,55,1
749,36,0
750,122,0
751,12,0
752,58,1
753,129,1
754,21,0
755,79,0
756,22,0
757,57,0
758,97,1
759,15,0
760,118,1
761,112,1
762,60,1
763,29,0
764,95,0
765,104,1
766,33,0
767,23,0
768,38,1
769,66,1
770,53,0
771,48,0
772,16,0
773,56,0
774,48,1
775,44,0
776,84,1
777,28,0
778,92,1
779,73,1
780,101,0
781,34,0
782,35,0
783,63,0
784,11,0
785,45,0
786,20,0
787,46,0
788,46,0
789,32,1
790,38,1
791,14,0
792,32,1
793,47,0
794,50,1
795,78,1
796,35,1
797,80,0
798,56,1
799,113,0
800,13,0
801,46,1
802,109,0
803,46,1
804,56,1
805,43,1
806,76,0
807,116,1
808,30,1
809,157,1
810,74,0
811,53,0
812,26,0
813,32,0
814,35,0
815,42,0
816,17,0
817,72,0
818,64,0
819,108,1
820,45,0
821,51,0
822,46,1
823,14,0
824,27,0
825,90,0
826,82,1
827,14,0
828,60,0
829,91,0
830,187,0
831,57,0
832,82,0
833,69,0
834,42,0
835,66,1
836,58,1
837,95,0
838,50,1
839,87,1
840,137,0
