episode,steps,reward
0,3,0
1,4,0
2,2,0
3,5,0
4,6,0
5,2,0
6,10,0
7,3,0
8,5,0
9,13,1
10,11,0
11,23,0
12,17,0
13,4,0
14,4,0
15,13,0
16,18,0
17,3,0
18,2,0
19,38,0
20,6,0
21,10,0
22,17,0
23,4,0
24,2,0
25,2,0
26,5,0
27,5,0
28,11,0
29,4,0
30,5,0
31,2,0
32,3,0
33,9,0
34,17,0
35,2,0
36,2,0
37,6,0
38,2,0
39,6,0
40,14,0
41,3,0
42,4,0
43,11,0
44,23,0
45,2,0
46,13,0
47,7,0
48,4,0
49,3,0
50,16,0
51,9,0
52,21,0
53,4,0
54,5,0
55,4,0
56,22,0
57,6,0
58,4,0
59,22,0
60,17,0
61,4,0
62,6,0
63,2,0
64,10,0
65,10,1
66,4,0
67,26,0
68,3,0
69,2,0
70,7,0
71,20,0
72,2,0
73,31,0
74,11,0
75,5,0
76,2,0
77,19,0
78,6,0
79,9,0
80,5,0
81,4,0
82,3,0
83,4,0
84,3,0
85,2,0
86,2,0
87,3,0
88,2,0
89,2,0
90,20,0
91,2,0
92,3,0
93,9,0
94,2,0
95,4,0
96,8,0
97,4,0
98,5,0
99,8,0
100,6,0
101,2,0
102,17,0
103,3,0
104,2,0
105,5,0
106,6,0
107,11,1
108,10,0
109,15,0
110,16,0
111,17,0
112,6,0
113,25,0
114,4,0
115,18,0
116,4,0
117,9,0
118,12,0
119,8,0
120,4,0
121,18,0
122,3,0
123,4,0
124,10,0
125,5,0
126,11,0
127,16,0
128,11,0
129,5,0
130,4,0
131,2,0
132,3,0
133,3,0
134,2,0
135,7,0
136,12,0
137,6,0
138,3,0
139,4,0
140,2,0
141,4,0
142,13,0
143,5,0
144,11,0
145,36,0
146,3,0
147,8,0
148,3,0
149,4,0
150,11,0
151,2,0
152,2,0
153,16,0
154,14,0
155,8,0
156,5,0
157,12,0
158,12,0
159,4,0
160,24,0
161,6,0
162,4,0
163,13,0
164,11,0
165,8,0
166,20,0
167,5,0
168,2,0
169,7,0
170,3,0
171,4,0
172,10,0
173,6,0
174,6,0
175,7,0
176,3,0
177,26,0
178,7,0
179,8,0
180,6,0
181,4,0
182,4,0
183,2,0
184,30,0
185,8,0
186,13,0
187,9,0
188,4,0
189,3,0
190,4,0
191,11,0
192,16,0
193,3,0
194,2,0
195,7,0
196,8,0
197,6,0
198,4,0
199,3,0
200,2,0
201,21,0
202,30,0
203,4,0
204,4,0
205,8,0
206,7,0
207,3,0
208,2,0
209,3,0
210,6,0
211,5,0
212,11,0
213,10,0
214,4,0
215,2,0
216,4,0
217,5,0
218,6,0
219,9,0
220,7,0
221,11,0
222,6,0
223,6,0
224,6,0
225,13,0
226,7,0
227,8,0
228,6,0
229,9,0
230,5,0
231,23,0
232,4,0
233,10,0
234,7,0
235,6,0
236,5,0
237,8,0
238,2,0
239,11,0
240,22,0
241,5,0
242,8,0
243,11,0
244,3,0
245,5,0
246,14,0
247,4,0
248,5,0
249,2,0
250,9,0
251,2,0
252,2,0
253,2,0
254,12,0
255,6,0
256,20,1
257,35,0
258,14,1
259,80,0
260,2,0
261,6,0
262,4,0
263,3,0
264,19,0
265,2,0
266,12,0
267,5,0
268,7,0
269,3,0
270,2,0
271,13,0
272,9,0
273,5,0
274,6,0
275,4,0
276,12,0
277,3,0
278,4,0
279,15,0
280,6,0
281,13,0
282,4,0
283,8,0
284,2,0
285,2,0
286,6,0
287,6,0
288,18,0
289,7,0
290,5,0
291,10,0
292,3,0
293,8,0
294,4,0
295,6,0
296,7,0
297,12,0
298,28,0
299,11,0
300,5,0
301,12,0
302,14,1
303,37,0
304,2,0
305,2,0
306,2,0
307,4,0
308,12,0
309,3,0
310,7,0
311,6,0
312,7,0
313,4,0
314,4,0
315,4,0
316,20,0
317,12,0
318,7,0
319,3,0
320,13,0
321,8,0
322,4,0
323,4,0
324,7,0
325,7,0
326,3,0
327,8,0
328,2,0
329,10,0
330,19,0
331,3,0
332,2,0
333,21,0
334,11,0
335,3,0
336,10,0
337,14,0
338,14,0
339,9,0
340,4,0
341,6,0
342,7,0
343,11,0
344,20,0
345,6,0
346,8,0
347,5,0
348,5,0
349,2,0
350,4,0
351,12,1
352,8,0
353,13,0
354,6,1
355,13,0
356,26,0
357,45,0
358,6,0
359,2,0
360,31,0
361,4,0
362,11,0
363,6,0
364,6,0
365,11,0
366,6,0
367,31,0
368,14,0
369,2,0
370,5,0
371,5,0
372,12,0
373,4,0
374,2,0
375,2,0
376,9,0
377,7,0
378,6,0
379,2,0
380,12,0
381,5,0
382,2,0
383,11,0
384,14,0
385,2,0
386,2,0
387,2,0
388,21,0
389,5,0
390,11,0
391,10,0
392,7,0
393,17,0
394,2,0
395,3,0
396,11,0
397,5,0
398,2,0
399,8,0
400,5,0
401,9,0
402,7,0
403,4,0
404,8,0
405,11,0
406,3,0
407,14,0
408,8,0
409,25,0
410,2,0
411,5,0
412,4,0
413,4,0
414,13,1
415,28,0
416,30,0
417,4,0
418,14,0
419,10,0
420,25,0
421,3,0
422,11,0
423,13,0
424,5,0
425,5,0
426,2,0
427,20,0
428,8,0
429,3,0
430,40,0
431,6,0
432,2,0
433,7,0
434,10,0
435,6,0
436,23,0
437,8,0
438,2,0
439,9,0
440,15,0
441,4,0
442,11,0
443,10,0
444,7,0
445,7,0
446,4,0
447,14,1
448,9,0
449,10,1
450,21,1
451,19,1
452,64,0
453,18,0
454,13,0
455,12,0
456,7,0
457,7,0
458,2,0
459,10,0
460,11,0
461,5,0
462,2,0
463,5,0
464,5,0
465,8,0
466,5,0
467,8,0
468,27,0
469,3,0
470,25,0
471,12,0
472,2,0
473,2,0
474,27,0
475,12,0
476,5,0
477,3,0
478,5,0
479,7,0
480,6,0
481,19,0
482,17,0
483,8,0
484,3,0
485,9,0
486,2,0
487,5,0
488,7,0
489,4,0
490,3,0
491,2,0
492,14,0
493,2,0
494,8,0
495,2,0
496,11,0
497,7,0
498,4,0
499,3,0
500,5,0
501,3,0
502,5,0
503,16,0
504,5,0
505,21,0
506,4,0
507,9,0
508,20,0
509,5,0
510,5,0
511,4,0
512,8,0
513,8,0
514,6,0
515,9,0
516,6,0
