episode,steps,reward
0,36,0
1,42,0
2,38,0
3,15,0
4,17,0
5,9,0
6,8,0
7,28,0
8,35,0
9,76,0
10,19,0
11,20,0
12,37,0
13,24,0
14,28,0
15,39,0
16,11,0
17,22,0
18,46,0
19,21,0
20,10,0
21,63,0
22,14,0
23,22,0
24,54,0
25,35,0
26,50,0
27,29,0
28,31,0
29,50,0
30,62,0
31,58,0
32,16,0
33,128,0
34,39,0
35,26,0
36,10,0
37,15,0
38,20,0
39,17,0
40,18,0
41,21,0
42,26,0
43,42,0
44,30,0
45,15,0
46,19,0
47,25,0
48,20,0
49,15,0
50,24,0
51,66,0
52,9,0
53,13,0
54,32,0
55,62,0
56,64,0
57,39,0
58,20,0
59,31,0
60,30,0
61,11,0
62,32,0
63,35,0
64,31,0
65,18,0
66,22,0
67,27,0
68,72,0
69,73,0
70,17,0
71,72,0
72,16,0
73,12,0
74,9,0
75,43,0
76,61,0
77,63,0
78,26,0
79,29,0
80,40,0
81,22,0
82,55,0
83,46,0
84,28,0
85,49,0
86,53,0
87,46,0
88,59,0
89,15,0
90,31,0
91,50,0
92,11,0
93,30,0
94,34,0
95,31,0
96,46,0
97,37,1
98,31,0
99,89,0
100,49,0
101,15,0
102,55,1
103,39,0
104,67,0
105,36,0
106,35,0
107,52,0
108,97,0
109,82,1
110,49,0
111,55,1
112,19,0
113,42,0
114,110,0
115,81,0
116,116,0
117,24,0
118,45,0
119,22,0
120,128,0
121,85,0
122,102,0
123,11,0
124,19,0
125,121,0
126,38,0
127,47,0
128,74,1
129,105,0
130,78,0
131,68,0
132,10,0
133,171,0
134,74,0
135,38,0
136,41,0
137,74,0
138,100,0
139,146,0
140,15,0
141,108,0
142,23,0
143,25,0
144,37,0
145,87,0
146,24,0
147,14,0
148,133,0
149,16,0
150,14,0
151,33,0
152,10,0
153,42,0
154,99,1
155,74,0
156,23,0
157,107,1
158,57,0
159,200,0
160,57,0
161,31,0
162,65,0
163,102,0
164,200,0
165,32,0
166,18,0
167,41,0
168,34,0
169,25,0
170,26,0
171,72,1
172,147,0
173,30,0
174,43,0
175,19,0
176,134,0
177,95,0
178,14,0
179,32,0
180,141,1
181,51,0
182,49,1
183,18,0
184,142,1
185,51,0
186,137,0
187,200,0
188,71,0
189,78,0
190,156,1
191,105,0
192,38,0
193,41,0
194,27,0
195,121,0
196,116,0
197,79,0
198,32,0
199,71,0
200,58,0
201,101,0
202,14,0
203,14,0
204,36,0
205,37,0
206,121,0
207,28,0
208,50,0
209,16,0
210,94,0
211,99,1
212,16,0
213,57,0
214,20,0
215,113,1
216,104,0
217,23,0
218,105,0
219,35,0
220,64,0
221,104,0
222,91,0
223,62,1
224,24,0
225,12,0
226,67,1
227,12,0
228,91,0
229,81,0
230,40,1
231,72,0
232,63,1
233,46,1
234,75,1
235,56,0
236,111,0
237,43,1
238,87,0
239,119,0
240,121,0
241,51,0
242,87,1
243,95,0
244,62,1
245,35,0
246,156,1
247,69,1
248,45,0
249,177,0
250,142,1
251,93,1
252,60,0
253,38,0
254,69,1
255,25,0
256,94,1
257,24,0
258,185,0
259,59,0
260,39,0
261,11,0
262,200,0
263,60,1
264,44,1
265,56,1
266,33,0
267,44,0
268,43,1
269,44,0
270,54,0
271,75,1
272,10,0
273,200,0
274,81,0
275,16,0
276,18,0
277,45,0
278,85,1
279,40,0
280,45,0
281,88,0
282,25,0
283,96,0
284,123,0
285,200,0
286,41,0
287,29,1
288,69,1
289,12,0
290,48,0
291,181,1
292,118,1
293,52,0
294,149,1
295,134,0
296,195,0
297,115,0
298,110,0
299,28,0
300,35,0
301,43,0
302,34,0
303,110,1
304,54,0
305,77,1
306,119,1
307,200,0
308,59,0
309,55,0
310,42,1
311,101,1
312,55,1
313,86,1
314,28,0
315,43,1
316,73,0
317,167,1
318,200,0
319,123,1
320,82,1
321,98,1
322,86,0
323,58,1
324,124,1
325,114,1
326,44,1
327,130,1
328,47,1
329,87,1
330,81,1
331,30,1
332,94,0
333,63,1
334,107,1
335,89,1
336,108,1
337,64,1
338,87,1
339,99,1
340,42,1
341,44,1
342,199,1
343,64,0
344,39,1
345,59,0
346,31,0
347,67,1
348,40,0
349,106,1
350,70,0
351,34,0
352,28,0
353,77,1
354,113,1
355,90,1
356,93,0
357,200,0
358,57,0
359,122,1
360,75,0
361,17,0
362,95,1
363,84,1
364,68,1
365,67,0
366,100,1
367,36,1
368,37,1
369,97,1
370,48,1
371,79,1
372,63,1
373,81,1
374,50,0
375,43,0
376,51,1
377,54,0
378,63,0
379,61,1
380,74,0
381,44,1
382,59,1
383,100,0
384,78,0
385,155,1
386,80,0
387,102,1
388,46,1
389,41,1
390,86,1
391,54,0
392,57,0
393,163,1
394,73,1
395,146,1
396,66,1
397,124,0
398,14,0
399,200,0
400,49,0
401,85,0
402,39,0
403,17,0
404,83,1
405,200,0
406,15,0
407,90,1
408,9,0
409,200,0
410,23,0
411,87,1
412,81,0
413,36,0
414,96,1
415,48,1
416,52,1
417,50,1
418,91,1
419,84,1
420,101,1
421,110,1
422,170,1
423,50,0
424,45,1
425,89,1
426,51,1
427,15,0
428,20,1
429,29,0
430,48,1
431,92,1
432,115,1
433,77,1
434,70,0
435,52,1
436,59,1
437,189,1
438,165,0
439,77,1
440,77,1
441,111,0
442,149,0
443,84,0
444,26,0
445,108,1
446,44,1
447,52,1
448,138,1
449,116,1
450,11,0
451,46,0
452,188,1
453,46,0
454,86,1
455,99,1
456,52,0
457,79,1
458,9,0
459,103,1
460,44,1
461,48,0
462,68,0
463,91,1
464,109,0
465,97,1
466,52,0
467,119,1
468,50,1
469,133,1
470,121,1
471,125,1
472,63,1
473,34,1
474,112,1
475,32,1
476,45,1
477,67,1
478,84,1
479,52,0
480,63,1
481,44,1
482,73,1
483,57,1
484,101,1
485,153,1
486,89,1
487,83,1
488,200,0
489,76,1
490,142,1
491,41,0
492,29,0
493,24,0
494,13,0
495,73,1
496,180,1
497,17,0
498,104,1
499,63,1
500,23,0
501,133,1
502,107,1
503,89,0
504,113,1
505,143,1
506,56,0
507,98,1
508,13,0
509,131,1
510,128,1
511,32,0
512,35,0
513,78,0
514,37,0
515,116,1
516,123,0
517,101,0
518,9,0
519,94,1
520,29,0
521,60,1
522,63,1
523,133,1
524,80,0
525,49,0
526,74,1
527,38,1
528,179,1
529,91,1
530,36,1
531,52,1
532,76,1
533,85,1
534,89,1
535,110,1
536,44,1
537,15,0
538,134,1
539,113,1
540,134,1
541,26,0
542,56,1
543,32,0
544,51,0
545,88,0
546,62,1
547,53,0
548,152,1
549,140,1
550,31,0
551,71,1
552,7,0
553,44,0
554,84,1
555,120,1
556,68,0
557,87,1
558,27,0
559,57,1
560,27,1
561,200,0
562,43,1
563,42,0
564,49,0
565,51,0
566,125,1
567,58,0
568,59,1
569,29,0
570,58,0
571,66,1
572,75,1
573,122,1
574,22,1
575,59,1
576,62,1
577,29,0
578,28,1
579,58,1
580,156,1
581,47,1
582,34,0
583,137,1
584,139,1
585,99,1
586,33,1
587,66,1
588,72,1
589,98,0
590,177,1
591,85,0
592,51,1
593,135,1
594,51,1
595,87,1
596,45,1
597,113,1
598,94,1
599,98,1
600,200,0
601,179,1
602,66,1
603,132,1
604,20,0
605,66,1
606,88,1
607,48,0
608,50,1
609,57,0
610,59,1
