episode,steps,reward
1,24,0
2,28,0
3,19,0
4,13,0
5,25,0
6,48,0
7,23,0
8,83,0
9,6,0
10,37,0
11,35,0
12,18,0
13,46,0
14,23,0
15,23,0
16,73,0
17,23,0
18,5,0
19,47,0
20,43,0
21,18,0
22,10,0
23,11,0
24,8,0
25,19,0
26,22,0
27,37,0
28,49,0
29,12,0
30,13,0
31,21,0
32,8,0
33,17,0
34,6,0
35,12,0
36,18,0
37,12,0
38,35,0
39,19,0
40,13,0
41,61,0
42,74,0
43,29,0
44,32,0
45,45,0
46,11,0
47,52,0
48,11,0
49,11,0
50,41,0
51,28,0
52,29,0
53,56,0
54,19,0
55,123,1
56,12,0
57,30,0
58,15,0
59,55,0
60,13,0
61,45,0
62,26,0
63,45,0
64,34,0
65,12,0
66,17,0
67,24,0
68,9,0
69,18,0
70,16,0
71,7,0
72,14,0
73,6,0
74,25,0
75,13,0
76,36,0
77,17,0
78,8,0
79,54,0
80,12,0
81,25,0
82,52,0
83,20,0
84,11,0
85,8,0
86,8,0
87,21,0
88,46,0
89,24,0
90,31,0
91,58,0
92,24,0
93,23,0
94,44,0
95,43,0
96,24,0
97,28,0
98,11,0
99,35,0
100,10,0
101,18,0
102,35,0
103,25,0
104,9,0
105,38,0
106,32,0
107,28,0
108,37,1
109,47,0
110,58,0
111,30,0
112,36,0
113,73,0
114,26,0
115,44,0
116,34,0
117,15,0
118,25,0
119,56,0
120,30,0
121,68,0
122,105,0
123,47,0
124,55,0
125,31,0
126,69,0
127,62,0
128,13,0
129,97,0
130,63,0
131,30,0
132,33,0
133,81,0
134,36,0
135,30,0
136,54,0
137,51,0
138,40,0
139,57,0
140,106,0
141,68,0
142,75,0
143,42,1
144,38,0
145,45,0
146,32,0
147,63,0
148,59,0
149,24,0
150,35,0
151,79,0
152,41,0
153,55,0
154,61,0
155,80,0
156,122,0
157,34,0
158,64,1
159,38,0
160,43,0
161,25,0
162,37,0
163,127,0
164,83,0
165,148,1
166,25,0
167,143,0
168,25,0
169,46,1
170,137,0
171,88,0
172,194,0
173,102,0
174,15,0
175,77,0
176,32,0
177,174,0
178,58,0
179,35,0
180,53,0
181,69,0
182,110,0
183,128,0
184,184,0
185,40,0
186,14,0
187,39,0
188,72,0
189,200,0
190,84,0
191,37,0
192,49,0
193,163,0
194,77,0
195,45,0
196,144,0
197,56,0
198,111,0
199,112,0
200,76,0
201,42,0
202,35,0
203,25,0
204,112,0
205,200,0
206,49,0
207,200,0
208,200,0
209,101,0
210,72,0
211,118,0
212,62,0
213,73,0
214,200,0
215,63,0
216,79,0
217,200,0
218,82,0
219,72,0
220,139,0
221,44,0
222,96,0
223,119,0
224,65,0
225,61,0
226,72,0
227,58,0
228,37,0
229,65,0
230,78,0
231,68,0
232,148,0
233,131,0
234,40,0
235,140,0
236,50,0
237,64,0
238,98,0
239,200,0
240,73,0
241,75,0
242,48,0
243,179,0
244,51,0
245,75,0
246,200,0
247,49,0
248,29,0
249,200,0
250,39,0
251,80,0
252,157,0
253,47,0
254,139,0
255,110,0
256,73,0
257,78,0
258,49,0
259,163,0
260,111,0
261,90,0
262,48,0
263,68,0
264,107,0
265,100,0
266,42,0
267,117,0
268,43,0
269,200,0
270,38,0
271,164,0
272,200,0
273,127,0
274,49,0
275,37,0
276,103,0
277,182,0
278,200,0
279,56,0
280,27,0
281,64,0
282,200,0
283,200,0
284,44,0
285,152,0
286,55,0
287,200,0
288,131,0
289,189,0
290,99,0
291,53,0
292,101,0
293,73,0
294,130,1
295,56,1
296,58,0
297,191,0
298,102,0
299,193,0
300,39,0
301,72,0
302,200,0
303,200,0
304,28,0
305,139,0
306,61,0
307,74,0
308,144,0
309,57,0
310,179,0
311,52,0
312,118,0
313,94,0
314,88,0
315,59,0
316,54,0
317,82,0
318,200,0
319,44,0
320,98,0
321,122,0
322,115,0
323,58,0
324,53,0
325,200,0
326,78,0
327,86,0
328,165,0
329,200,0
